;timestamp;Signalname;interpreted_value
1697;66536123444900.0;S-B;l
1698;66537722442900.0;S-B;j
1699;66541042578900.0;S-B;l
1700;66542643124500.0;S-B;j
1701;66549382529400.0;S-B;k
1702;66550983922600.0;S-B;j
1703;66555443232000.0;S-B;k
1704;66557042883500.0;S-B;j
1705;66558203890500.0;S-B;l
1706;66559804024400.0;S-B;j
1707;66629244267400.0;S-B;k
1708;66630844019200.0;S-B;j
1709;66647184579600.0;S-B;l
1710;66648786213400.0;S-B;j
1711;66673765259900.0;S-B;k
1712;66675365223100.0;S-B;j
1713;66773907779100.0;S-B;l
1714;66775507700200.0;S-B;j
1715;66803788036300.0;S-B;k
1716;66805388064400.0;S-B;j
1717;66830608356100.0;S-B;l
1718;66832208376200.0;S-B;j
1719;66843088459700.0;S-B;l
1720;66844688361400.0;S-B;j
1721;66898909664700.0;S-B;k
1722;66900509528900.0;S-B;j
1723;66955849850700.0;S-B;l
1724;66957450143800.0;S-B;j
1725;66982070506300.0;S-B;k
1726;66988190720600.0;S-B;j
1727;67019150655800.0;S-B;l
1728;67020752201300.0;S-B;j
1729;67033851123900.0;S-B;k
1730;67035451350600.0;S-B;j
1731;67050892138600.0;S-B;l
1732;67052492289000.0;S-B;j
1733;67054912369100.0;S-B;l
1734;67056513006000.0;S-B;j
1735;67069672054500.0;S-B;k
1736;67071272291100.0;S-B;j
1737;67089712760200.0;S-B;l
1738;67091312959800.0;S-B;j
1739;67107713531600.0;S-B;k
1740;67109313651500.0;S-B;j
1741;67117252486600.0;S-B;l
1742;67118853049700.0;S-B;j
1743;67144552825600.0;S-B;k
1744;67146153248600.0;S-B;j
1745;67147672987400.0;S-B;k
1746;67149273567000.0;S-B;j
1747;67159733805100.0;S-B;l
1748;67161334926200.0;S-B;j
1749;67170415705200.0;S-B;k
1750;67172015839600.0;S-B;j
1751;67183074188100.0;S-B;l
1752;67184674658900.0;S-B;j
1753;67189615355100.0;S-B;k
1754;67191215563300.0;S-B;j
1755;67199634363400.0;S-B;l
1756;67201234672600.0;S-B;j
1757;67215115245300.0;S-B;k
1758;67216715429400.0;S-B;j
1759;67232454553000.0;S-B;l
1760;67234055374000.0;S-B;j
1761;67249915557800.0;S-B;k
1762;67251516108600.0;S-B;j
1763;67271996066900.0;S-B;l
1764;67273596023300.0;S-B;j
1765;67275475775900.0;S-B;l
1766;67277075739500.0;S-B;j
1767;67324436740600.0;S-B;k
1768;67326037347500.0;S-B;j
1769;67339076586600.0;S-B;l
1770;67340677368300.0;S-B;j
1771;67355576901600.0;S-B;k
1772;67357177547000.0;S-B;j
1773;67372317809500.0;S-B;l
1774;67373918188400.0;S-B;j
1775;67395657608000.0;S-B;k
1776;67397258105300.0;S-B;j
1777;67416179303100.0;S-B;k
1778;67417779654300.0;S-B;j
1779;67433279114200.0;S-B;l
1780;67434879191000.0;S-B;j
1781;67436220715300.0;S-B;l
1782;67437820794600.0;S-B;j
1783;67448099168600.0;S-B;k
1784;67449699587200.0;S-B;j
1785;67449959280500.0;S-B;k
1786;67452298743800.0;S-B;j
1787;67485620137400.0;S-B;l
1788;67487220303900.0;S-B;j
1789;67501759425600.0;S-B;l
1790;67503359459200.0;S-B;j
1791;67547780196600.0;S-B;k
1792;67551300726700.0;S-B;j
1793;67559000396900.0;S-B;l
1794;67560601042800.0;S-B;j
1795;67564341918600.0;S-B;l
1796;67565941087400.0;S-B;j
1797;67608922408600.0;S-B;k
1798;67610522353500.0;S-B;j
1799;67627162457800.0;S-B;l
1800;67628762521700.0;S-B;j
1801;67667303862100.0;S-B;k
1802;67669763855800.0;S-B;j
1803;67674743716800.0;S-B;l
1804;67676343790700.0;S-B;j
1805;67680084282400.0;S-B;l
1806;67681684295700.0;S-B;j
1807;67740743730600.0;S-B;k
1808;67742344674500.0;S-B;j
1809;67781064519000.0;S-B;l
1810;67782665443300.0;S-B;j
1811;67799125685800.0;S-B;k
1812;67800725521600.0;S-B;j
1813;67810585291300.0;S-B;l
1814;67812185588700.0;S-B;j
1815;67835426465800.0;S-B;k
1816;67837026267400.0;S-B;j
1817;67862245669000.0;S-B;k
1818;67863846770900.0;S-B;j
1819;67910486683000.0;S-B;l
1820;67912086770600.0;S-B;j
1821;67922136944200.0;S-B;l
1822;67923728827500.0;S-B;j
1823;67961548127800.0;S-B;k
1824;67963148266700.0;S-B;j
1825;68018069249500.0;S-B;l
1826;68019668982700.0;S-B;j
1827;68059409605800.0;S-B;k
1828;68061010475500.0;S-B;j
1829;68063730049400.0;S-B;k
1830;68065329805200.0;S-B;j
1831;68084669912200.0;S-B;l
1832;68086270172000.0;S-B;j
1833;68117090215700.0;S-B;k
1834;68118690794600.0;S-B;j
1835;68160591518200.0;S-B;l
1836;68162191310600.0;S-B;j
1837;68187292804100.0;S-B;l
1838;68188892488700.0;S-B;j
1839;68230192108400.0;S-B;k
1840;68231792552200.0;S-B;j
1841;68244533697800.0;S-B;k
1842;68246133455700.0;S-B;j
1843;68260672906900.0;S-B;l
1844;68262272990400.0;S-B;j
1845;68263253036700.0;S-B;l
1846;68264853594200.0;S-B;j
1847;68271293256200.0;S-B;k
1848;68272892903800.0;S-B;j
1849;68289953074700.0;S-B;l
1850;68291553318500.0;S-B;j
1851;68317673969100.0;S-B;k
1852;68319273779800.0;S-B;j
1853;68352174355400.0;S-B;k
1854;68353774495400.0;S-B;j
1855;68552877736500.0;S-B;l
1856;68554477597100.0;S-B;j
1857;68567518346200.0;S-B;k
1858;68569118691800.0;S-B;j
1859;68705942018200.0;S-B;l
1860;68707542012000.0;S-B;j
1861;68730781516200.0;S-B;k
1862;68732381271200.0;S-B;j
1863;68891963777100.0;S-B;l
1864;68893564132600.0;S-B;j
1865;68912003875000.0;S-B;k
1866;68913604010300.0;S-B;j
1867;68935584431500.0;S-B;l
1868;68937184312200.0;S-B;j
1869;68950584400700.0;S-B;k
1870;68952184915100.0;S-B;j
1871;68972005650600.0;S-B;l
1872;68973605811400.0;S-B;j
1873;69021026328600.0;S-B;l
1874;69022627365200.0;S-B;j
1875;69025646784700.0;S-B;l
1876;69027247677000.0;S-B;j
1877;69034046984500.0;S-B;k
1878;69035646970300.0;S-B;j
1879;69043886264700.0;S-B;k
1880;69045486607800.0;S-B;j
1881;69074486668600.0;S-B;l
1882;69076087111200.0;S-B;j
1883;69120867794600.0;S-B;k
1884;69122468071600.0;S-B;j
1885;69154108360300.0;S-B;l
1886;69155708443000.0;S-B;j
1887;69157829036600.0;S-B;l
1888;69159429268300.0;S-B;j
1889;69163108626700.0;S-B;k
1890;69164708822600.0;S-B;j
1891;69178468479200.0;S-B;k
1892;69180069653400.0;S-B;j
1893;69187651428200.0;S-B;l
1894;69189250760100.0;S-B;j
1895;69199168924500.0;S-B;l
1896;69200769495400.0;S-B;j
1897;69208109918500.0;S-B;l
1898;69210350648100.0;S-B;j
1899;69253670438800.0;S-B;i
1900;69253989812100.0;S-B;j
1901;69335571511600.0;S-B;i
1902;69336532230100.0;S-B;j
1903;69450293359000.0;S-B;i
1904;69450613496200.0;S-B;j
1905;69454693368000.0;S-B;i
1906;69455653906000.0;S-B;j
1907;69562056003800.0;S-B;k
1908;69563656515400.0;S-B;j
1909;69575496151000.0;S-B;k
1910;69577096560100.0;S-B;j
1911;69578615861100.0;S-B;k
1912;69580215922800.0;S-B;j
1913;69630576837500.0;S-B;l
1914;69633456998800.0;S-B;j
1915;69642997698100.0;S-B;k
1916;69646517963800.0;S-B;j
1917;69723878583600.0;S-B;l
1918;69725479066400.0;S-B;j
1919;69763059689000.0;S-B;k
1920;69764659996600.0;S-B;j
1921;69786999399400.0;S-B;l
1922;69788599937000.0;S-B;j
1923;69879641307600.0;S-B;k
1924;69881241709200.0;S-B;j
1925;69908223005600.0;S-B;l
1926;69909823130800.0;S-B;j
1927;69912002317500.0;S-B;l
1928;69913603112200.0;S-B;j
1929;69918963125200.0;S-B;k
1930;69920563110200.0;S-B;j
1931;69924422619500.0;S-B;k
1932;69926023230900.0;S-B;j
1933;69956642717800.0;S-B;l
1934;69958242809200.0;S-B;j
1935;69972183555700.0;S-B;k
1936;69973783590000.0;S-B;j
1937;69981363955400.0;S-B;l
1938;69982963747400.0;S-B;j
1939;69995583846600.0;S-B;l
1940;69997183944500.0;S-B;j
1941;70001164586200.0;S-B;k
1942;70002764166200.0;S-B;j
1943;70008303945100.0;S-B;l
1944;70009904316600.0;S-B;j
1945;70015744696200.0;S-B;k
1946;70017344047200.0;S-B;j
1947;70025644526100.0;S-B;l
1948;70027244796800.0;S-B;j
1949;70032424207500.0;S-B;k
1950;70034024186000.0;S-B;j
1951;70036984367600.0;S-B;k
1952;70038584556900.0;S-B;j
1953;70038724778100.0;S-B;k
1954;70040324392000.0;S-B;j
1955;70042984585700.0;S-B;k
1956;70044584638700.0;S-B;j
1957;70050544810500.0;S-B;l
1958;70052144873000.0;S-B;j
1959;70054024975500.0;S-B;l
1960;70055625010400.0;S-B;j
1961;70089125249000.0;S-B;k
1962;70090725033300.0;S-B;j
1963;70106585393000.0;S-B;l
1964;70108185735900.0;S-B;j
1965;70118105929900.0;S-B;k
1966;70120346254800.0;S-B;j
1967;70184227787100.0;S-B;l
1968;70185827861800.0;S-B;j
1969;70198087288100.0;S-B;k
1970;70199687717400.0;S-B;j
1971;70253828873500.0;S-B;k
1972;70255428891200.0;S-B;j
1973;70270568919000.0;S-B;l
1974;70272168750600.0;S-B;j
1975;70273388433600.0;S-B;l
1976;70274988700700.0;S-B;j
1977;70288869476900.0;S-B;k
1978;70290469536600.0;S-B;j
1979;70374670807800.0;S-B;k
1980;70376272948000.0;S-B;j
1981;70441751919000.0;S-B;l
1982;70443351970600.0;S-B;j
1983;70451592400400.0;S-B;k
1984;70453193309500.0;S-B;j
1985;70518433797000.0;S-B;l
1986;70520033882300.0;S-B;j
1987;70552654712600.0;S-B;k
1988;70554254414100.0;S-B;j
1989;70574674991800.0;S-B;l
1990;70576274658600.0;S-B;j
1991;70614035645100.0;S-B;k
1992;70615635551000.0;S-B;j
1993;70664437182700.0;S-B;l
1994;70666036699800.0;S-B;j
1995;70669716333500.0;S-B;l
1996;70671316066900.0;S-B;j
1997;70682977362300.0;S-B;k
1998;70684577411800.0;S-B;j
1999;70690897290600.0;S-B;k
2000;70694417069800.0;S-B;j
2001;70717117412100.0;S-B;l
2002;70718717350200.0;S-B;j
2003;70724767979500.0;S-B;k
2004;70726978290700.0;S-B;j
2005;70742797681500.0;S-B;l
2006;70744398383000.0;S-B;j
2007;70751617341300.0;S-B;l
2008;70753217892500.0;S-B;j
2009;70766078914100.0;S-B;k
2010;70767678549800.0;S-B;j
2011;70769918596300.0;S-B;k
2012;70771518557000.0;S-B;j
2013;70782879501000.0;S-B;l
2014;70784479076300.0;S-B;j
2015;70811739395800.0;S-B;l
2016;70813339219300.0;S-B;j
2017;70825598738700.0;S-B;k
2018;70827199224900.0;S-B;j
2019;70835919733800.0;S-B;k
2020;70837519312600.0;S-B;j
2021;70857580320900.0;S-B;l
2022;70859180439200.0;S-B;j
2023;70889621277600.0;S-B;l
2024;70891221225300.0;S-B;j
2025;70902701176200.0;S-B;l
2026;70907501479900.0;S-B;j
2027;70927101083200.0;S-B;i
2028;70947441187800.0;S-B;j
2029;70965041694800.0;S-B;k
2030;70966641983100.0;S-B;j
2031;70974822163800.0;S-B;k
2032;70976423115600.0;S-B;j
2033;70988743531800.0;S-B;l
2034;70990342025000.0;S-B;j
2035;70996121997500.0;S-B;k
2036;70997723265200.0;S-B;j
2037;71004942408600.0;S-B;k
2038;71006543537500.0;S-B;j
2039;71015023762200.0;S-B;l
2040;71016622545400.0;S-B;j
2041;71046884098000.0;S-B;k
2042;71048484185200.0;S-B;j
2043;71153805781600.0;S-B;l
2044;71155405524000.0;S-B;j
2045;71168686596800.0;S-B;k
2046;71170286625200.0;S-B;j
2047;71187166133800.0;S-B;l
2048;71188766155400.0;S-B;j
2049;71191386164600.0;S-B;l
2050;71192986761800.0;S-B;j
2051;71198346259100.0;S-B;k
2052;71199946551300.0;S-B;j
2053;71202726408900.0;S-B;k
2054;71204326808700.0;S-B;j
2055;71209446684500.0;S-B;l
2056;71211046929900.0;S-B;j
2057;71343249658700.0;S-B;i
2058;71343849835700.0;S-B;j
2059;71359749414700.0;S-B;k
2060;71361350716800.0;S-B;j
2061;71376610464800.0;S-B;l
2062;71378210591400.0;S-B;j
2063;71382130547000.0;S-B;l
2064;71383730455100.0;S-B;j
2065;71396229921800.0;S-B;k
2066;71397830851100.0;S-B;j
2067;71447770845800.0;S-B;l
2068;71449371628300.0;S-B;j
2069;71455331511100.0;S-B;k
2070;71456932222600.0;S-B;j
2071;71460850992000.0;S-B;l
2072;71462451686200.0;S-B;j
2073;71473751347400.0;S-B;l
2074;71475351584100.0;S-B;j
2075;71479451296500.0;S-B;k
2076;71481051852200.0;S-B;j
2077;71482392684200.0;S-B;k
2078;71483992752300.0;S-B;j
2079;71488151926200.0;S-B;l
2080;71489752666900.0;S-B;j
2081;71523732844300.0;S-B;k
2082;71525333026200.0;S-B;j
2083;71530932884100.0;S-B;l
2084;71532533127000.0;S-B;j
2085;71533512954600.0;S-B;l
2086;71535113242700.0;S-B;j
2087;71543473179400.0;S-B;k
2088;71545073714100.0;S-B;j
2089;71546233008300.0;S-B;k
2090;71547833227800.0;S-B;j
2091;71557153634900.0;S-B;l
2092;71558753274400.0;S-B;j
2093;71561833149400.0;S-B;l
2094;71563433455800.0;S-B;j
2095;71580133920500.0;S-B;k
2096;71581734246600.0;S-B;j
2097;71585653385200.0;S-B;k
2098;71587253630700.0;S-B;j
2099;71598013886600.0;S-B;l
2100;71599614413100.0;S-B;j
2101;71609174152900.0;S-B;k
2102;71610775092700.0;S-B;j
2103;71621774830200.0;S-B;l
2104;71623375121100.0;S-B;j
2105;71642234759000.0;S-B;k
2106;71643835303200.0;S-B;j
2107;71646134851900.0;S-B;l
2108;71647735178300.0;S-B;j
2109;71654595746200.0;S-B;k
2110;71656195943100.0;S-B;j
2111;71665575132500.0;S-B;l
2112;71667175838900.0;S-B;j
2113;71672775041100.0;S-B;l
2114;71674375942600.0;S-B;j
2115;71683035298600.0;S-B;k
2116;71684635954800.0;S-B;j
2117;71691435880900.0;S-B;k
2118;71693036538500.0;S-B;j
2119;71717715981400.0;S-B;l
2120;71719316363800.0;S-B;j
2121;71725696676500.0;S-B;k
2122;71727297150600.0;S-B;j
2123;71769737542800.0;S-B;l
2124;71771338028000.0;S-B;j
2125;71778377117000.0;S-B;k
2126;71779978005000.0;S-B;j
2127;71800337864000.0;S-B;l
2128;71801938218400.0;S-B;j
2129;71819717664100.0;S-B;k
2130;71821318258900.0;S-B;j
2131;71834018287800.0;S-B;l
2132;71835618304200.0;S-B;j
2133;71844699246100.0;S-B;k
2134;71846299200500.0;S-B;j
2135;71853999044400.0;S-B;l
2136;71855600971400.0;S-B;j
2137;71856638732900.0;S-B;l
2138;71858240971400.0;S-B;j
2139;71863360184500.0;S-B;k
2140;71864959803500.0;S-B;j
2141;71866840982600.0;S-B;k
2142;71868440552800.0;S-B;j
2143;71886759784100.0;S-B;l
2144;71888359992400.0;S-B;j
2145;71892879951100.0;S-B;l
2146;71894479968300.0;S-B;j
2147;71903859421600.0;S-B;k
2148;71905460281000.0;S-B;j
2149;71908419599900.0;S-B;k
2150;71910020480700.0;S-B;j
2151;71914359461900.0;S-B;l
2152;71915959747700.0;S-B;j
2153;71917719777600.0;S-B;l
2154;71919320159900.0;S-B;j
2155;71924200680200.0;S-B;k
2156;71925800788600.0;S-B;j
2157;71926000317300.0;S-B;k
2158;71927800748800.0;S-B;j
2159;71945980432400.0;S-B;l
2160;71947580385000.0;S-B;j
2161;71963630683500.0;S-B;k
2162;71965221009200.0;S-B;j
2163;71968840666400.0;S-B;k
2164;71970441497700.0;S-B;j
2165;71979340611300.0;S-B;l
2166;71980942233700.0;S-B;j
2167;71991101316300.0;S-B;k
2168;71992702567000.0;S-B;j
2169;72019242393300.0;S-B;l
2170;72020842457700.0;S-B;j
2171;72031842589600.0;S-B;k
2172;72033442591300.0;S-B;j
2173;72057343020800.0;S-B;l
2174;72058943029800.0;S-B;j
2175;72073242944600.0;S-B;k
2176;72074842892100.0;S-B;j
2177;72083863190800.0;S-B;l
2178;72085463198200.0;S-B;j
2179;72101143299100.0;S-B;k
2180;72102745007000.0;S-B;j
2181;72181425325700.0;S-B;l
2182;72183025370000.0;S-B;j
2183;72185744714800.0;S-B;l
2184;72187344885500.0;S-B;j
2185;72194745093800.0;S-B;k
2186;72196345032600.0;S-B;j
2187;72202124739800.0;S-B;k
2188;72203724987500.0;S-B;j
2189;72214365465900.0;S-B;l
2190;72215965544500.0;S-B;j
2191;72227326019100.0;S-B;k
2192;72228926036400.0;S-B;j
2193;72237765426500.0;S-B;l
2194;72239365507000.0;S-B;j
2195;72246525787300.0;S-B;k
2196;72248125687900.0;S-B;j
2197;72255106062200.0;S-B;l
2198;72256706735500.0;S-B;j
2199;72267225886500.0;S-B;k
2200;72268825920500.0;S-B;j
2201;72276285862000.0;S-B;l
2202;72277886115100.0;S-B;j
2203;72284626016000.0;S-B;k
2204;72286226539100.0;S-B;j
2205;72298907583300.0;S-B;l
2206;72300507312000.0;S-B;j
2207;72314926824600.0;S-B;k
2208;72316526911800.0;S-B;j
2209;72327527181200.0;S-B;l
2210;72329127242400.0;S-B;j
2211;72346487139900.0;S-B;k
2212;72348087544200.0;S-B;j
2213;72388609911900.0;S-B;l
2214;72390209716000.0;S-B;j
2215;72397249402800.0;S-B;k
2216;72398849312500.0;S-B;j
2217;72403068807600.0;S-B;k
2218;72404669003300.0;S-B;j
2219;72433668826700.0;S-B;l
2220;72435268876800.0;S-B;j
2221;72436008774700.0;S-B;l
2222;72437609909800.0;S-B;j
2223;72446268903200.0;S-B;k
2224;72447869181800.0;S-B;j
2225;72452929204300.0;S-B;k
2226;72454529031600.0;S-B;j
2227;72486069531600.0;S-B;l
2228;72487669860800.0;S-B;j
2229;72494529740000.0;S-B;l
2230;72496130254800.0;S-B;j
2231;72535151246300.0;S-B;k
2232;72536751006600.0;S-B;j
2233;72573071611600.0;S-B;k
2234;72574671421500.0;S-B;j
2235;72590951488600.0;S-B;l
2236;72592551396600.0;S-B;j
2237;72604871962400.0;S-B;l
2238;72606471807400.0;S-B;j
2239;72614713167100.0;S-B;k
2240;72616312082200.0;S-B;j
2241;72622993447000.0;S-B;l
2242;72624593029300.0;S-B;j
2243;72644653899400.0;S-B;k
2244;72646253472400.0;S-B;j
2245;72657313598300.0;S-B;k
2246;72659553475100.0;S-B;j
2247;72665353571600.0;S-B;l
2248;72666952980000.0;S-B;j
2249;72757094561000.0;S-B;l
2250;72758694650100.0;S-B;j
2251;72771734830500.0;S-B;k
2252;72773334786700.0;S-B;j
2253;72791895424900.0;S-B;l
2254;72794295096000.0;S-B;j
2255;72800775435600.0;S-B;k
2256;72802375306400.0;S-B;j
2257;72808215923100.0;S-B;l
2258;72809816050600.0;S-B;j
2259;72819255239700.0;S-B;l
2260;72820855277800.0;S-B;j
2261;72841216477900.0;S-B;l
2262;72842816529900.0;S-B;j
2263;72879917389600.0;S-B;k
2264;72881516894000.0;S-B;j
2265;72890956769500.0;S-B;k
2266;72892556728000.0;S-B;j
2267;72892656658600.0;S-B;k
2268;72894256658100.0;S-B;j
2269;72899717090400.0;S-B;l
2270;72901318785700.0;S-B;j
2271;72902838000700.0;S-B;l
2272;72904436729700.0;S-B;j
2273;72917177753600.0;S-B;k
2274;72918777562600.0;S-B;j
2275;72955638171400.0;S-B;k
2276;72957237804900.0;S-B;j
2277;72985999060800.0;S-B;l
2278;72987597946100.0;S-B;j
2279;73008078847400.0;S-B;l
2280;73009678665100.0;S-B;j
2281;73051340042500.0;S-B;k
2282;73052940000700.0;S-B;j
2283;73065139719800.0;S-B;l
2284;73066739377900.0;S-B;j
2285;73083680162800.0;S-B;k
2286;73085280070300.0;S-B;j
2287;73086440288800.0;S-B;k
2288;73088040066700.0;S-B;j
2289;73092860051600.0;S-B;l
2290;73094459896800.0;S-B;j
2291;73113100462200.0;S-B;k
2292;73115440222300.0;S-B;j
2293;73123490219400.0;S-B;l
2294;73125080889800.0;S-B;j
2295;73231482107300.0;S-B;l
2296;73233082410600.0;S-B;j
2297;73272942697500.0;S-B;k
2298;73274543436000.0;S-B;j
2299;73295923342200.0;S-B;l
2300;73304684761400.0;S-B;j
2301;73403145834700.0;S-B;k
2302;73411145807000.0;S-B;j
2303;73938354758100.0;S-B;k
2304;73939955708200.0;S-B;j
2305;74004297305800.0;S-B;l
2306;74014217386900.0;S-B;j
2307;74158039610200.0;S-B;l
2308;74171899408000.0;S-B;j
2309;74293461749400.0;S-B;k
2310;74304021451700.0;S-B;j
2311;74329282483600.0;S-B;l
2312;74330882554600.0;S-B;j
2313;74369663132500.0;S-B;k
2314;74371263199400.0;S-B;j
2315;74396483204600.0;S-B;k
2316;74398083500700.0;S-B;j
2317;74400203863400.0;S-B;k
2318;74401803653000.0;S-B;j
2319;74407703914600.0;S-B;k
2320;74409304444400.0;S-B;j
2321;74414245383800.0;S-B;l
2322;74415843813300.0;S-B;j
2323;74431704202400.0;S-B;l
2324;74433304718600.0;S-B;j
2325;74438004877600.0;S-B;k
2326;74439604692200.0;S-B;j
2327;74441424592500.0;S-B;k
2328;74443024591800.0;S-B;j
2329;74452524963300.0;S-B;l
2330;74454124981200.0;S-B;j
2331;74462665396700.0;S-B;k
2332;74464265484500.0;S-B;j
2333;74487205280600.0;S-B;l
2334;74488805427800.0;S-B;j
2335;74505685308600.0;S-B;k
2336;74507285625600.0;S-B;j
2337;74517447787700.0;S-B;l
2338;74519046199200.0;S-B;j
2339;74533527463700.0;S-B;l
2340;74535125908100.0;S-B;j
2341;74585786817500.0;S-B;k
2342;74587387076600.0;S-B;j
2343;74626767598900.0;S-B;l
2344;74628368062600.0;S-B;j
2345;74637208288700.0;S-B;k
2346;74638808186400.0;S-B;j
2347;74650408503600.0;S-B;l
2348;74652008137800.0;S-B;j
2349;74661868335800.0;S-B;k
2350;74663469136300.0;S-B;j
2351;74671528582600.0;S-B;l
2352;74673128681500.0;S-B;j
2353;74683228797300.0;S-B;k
2354;74684829153000.0;S-B;j
2355;74797071997000.0;S-B;l
2356;74798671259800.0;S-B;j
2357;74835953373000.0;S-B;k
2358;74837553298900.0;S-B;j
2359;74865412106000.0;S-B;l
2360;74867012531800.0;S-B;j
2361;74902254226400.0;S-B;k
2362;74903853848000.0;S-B;j
2363;74913054359600.0;S-B;l
2364;74914653968200.0;S-B;j
2365;74924154693600.0;S-B;k
2366;74925754403600.0;S-B;j
2367;74953434546500.0;S-B;l
2368;74955034308600.0;S-B;j
2369;74964055683800.0;S-B;k
2370;74965655464500.0;S-B;j
2371;75094558122000.0;S-B;l
2372;75096157815900.0;S-B;j
2373;75105537247100.0;S-B;k
2374;75107137179400.0;S-B;j
2375;75149517749200.0;S-B;l
2376;75151117467100.0;S-B;j
2377;75168358707000.0;S-B;k
2378;75169958483000.0;S-B;j
2379;75252419025700.0;S-B;l
2380;75254019746400.0;S-B;j
2381;75282420107400.0;S-B;l
2382;75291780589600.0;S-B;j
2383;75318840306300.0;S-B;l
2384;75325620460600.0;S-B;j
2385;75517764205200.0;S-B;l
2386;75519364705100.0;S-B;j
2387;75611427442700.0;S-B;k
2388;75621987518000.0;S-B;j
2389;75684507621400.0;S-B;k
2390;75691287611800.0;S-B;j
2391;75952831714600.0;S-B;l
2392;75989212092500.0;S-B;j
2393;76085514497500.0;S-B;k
2394;76095435020400.0;S-B;j
2395;76366339600700.0;S-B;i
2396;76366659873800.0;S-B;j
2397;84099079713000.0;S-B;i
2398;84100039320600.0;S-B;j
2399;84119719682800.0;S-B;k
2400;84121319799000.0;S-B;j
2401;84212720952500.0;S-B;i
2402;84213040451800.0;S-B;j
2403;84219721151100.0;S-B;i
2404;84220680949500.0;S-B;j
2405;86459250915800.0;S-B;i
2406;86459519289700.0;S-B;j
2407;3012151035000.0;S-C;m
2408;3012790051000.0;S-C;n
2409;3013059438100.0;S-C;o
2410;3044360088900.0;S-C;m
2411;3044679884800.0;S-C;o
2412;3047879972500.0;S-C;m
2413;3048520074600.0;S-C;n
2414;3048839989300.0;S-C;o
2415;3049939661800.0;S-C;m
2416;3050259557900.0;S-C;o
2417;7760909275800.0;S-C;m
2418;7761550016800.0;S-C;n
2419;7761869567800.0;S-C;o
2420;8108193356800.0;S-C;m
2421;8108514595800.0;S-C;o
2422;8108834186700.0;S-C;n
2423;8119413948500.0;S-C;o
2424;8203114925800.0;S-C;m
2425;8203434539500.0;S-C;o
2426;8203754280000.0;S-C;n
2427;8215595337200.0;S-C;o
2428;8234495641400.0;S-C;m
2429;8235135080200.0;S-C;n
2430;8236095943700.0;S-C;o
2431;8266075965800.0;S-C;m
2432;8266395908700.0;S-C;o
2433;8266716396600.0;S-C;n
2434;8290075731400.0;S-C;o
2435;8323136178000.0;S-C;m
2436;8323456539400.0;S-C;o
2437;8323776800100.0;S-C;n
2438;8386818048200.0;S-C;o
2439;8396757999800.0;S-C;m
2440;8397077970100.0;S-C;o
2441;8397398048300.0;S-C;n
2442;8407317705800.0;S-C;o
2443;8408157549800.0;S-C;m
2444;8408477507800.0;S-C;o
2445;8408797862300.0;S-C;n
2446;8439198114300.0;S-C;o
2447;11467114013300.0;S-C;m
2448;11467433128200.0;S-C;o
2449;11467753641000.0;S-C;n
2450;11479593405100.0;S-C;o
2451;11482113774400.0;S-C;m
2452;11482434545600.0;S-C;o
2453;11482754371900.0;S-C;n
2454;11568395508700.0;S-C;o
2455;11635296991000.0;S-C;m
2456;11635937220200.0;S-C;n
2457;11636898740700.0;S-C;o
2458;11815241513000.0;S-C;m
2459;11815881376100.0;S-C;n
2460;11816841994200.0;S-C;o
2461;12497477705700.0;S-C;m
2462;12498117632400.0;S-C;n
2463;12499077477600.0;S-C;o
2464;12512477790600.0;S-C;m
2465;12513117216500.0;S-C;n
2466;12514077444800.0;S-C;o
2467;12538818378700.0;S-C;m
2468;12539458700900.0;S-C;n
2469;12540417763400.0;S-C;o
2470;12809323951300.0;S-C;m
2471;12809964791800.0;S-C;n
2472;12859565625500.0;S-C;o
2473;12891225936300.0;S-C;m
2474;12891866366600.0;S-C;n
2475;12900706199000.0;S-C;o
2476;12938268204300.0;S-C;m
2477;12938587014000.0;S-C;o
2478;12938907998500.0;S-C;n
2479;12944347763800.0;S-C;o
2480;13457979927100.0;S-C;m
2481;13458299851200.0;S-C;o
2482;58770622266900.0;S-C;m
2483;58771262064400.0;S-C;n
2484;58771583749400.0;S-C;o
2485;59097165816700.0;S-C;m
2486;59097486423900.0;S-C;o
2487;59097805413500.0;S-C;n
2488;59102146456800.0;S-C;o
2489;59128195841000.0;S-C;m
2490;59128506154600.0;S-C;o
2491;59128826350700.0;S-C;n
2492;59153466558200.0;S-C;o
2493;59194726897000.0;S-C;m
2494;59195046449000.0;S-C;o
2495;59195366248600.0;S-C;n
2496;59214948256000.0;S-C;o
2497;59520891456800.0;S-C;m
2498;59521530682200.0;S-C;n
2499;59522491581800.0;S-C;o
2500;59983456757800.0;S-C;m
2501;59983776954200.0;S-C;o
2502;59984098393900.0;S-C;n
2503;59997377277600.0;S-C;o
2504;60009797344900.0;S-C;m
2505;60010117502200.0;S-C;o
2506;60010437997800.0;S-C;n
2507;60013957639100.0;S-C;o
2508;60225140780400.0;S-C;m
2509;60225781897600.0;S-C;n
2510;60226740121200.0;S-C;o
2511;61136353853400.0;S-C;m
2512;61136673730100.0;S-C;o
2513;61136994435700.0;S-C;n
2514;61148354143400.0;S-C;o
2515;61335317768600.0;S-C;m
2516;61335957544500.0;S-C;n
2517;61336917925400.0;S-C;o
2518;61793145998900.0;S-C;m
