;timestamp;Signalname;interpreted_value
867;70374661981600.0;S-A;c
868;70374861695700.0;S-A;a
869;70441741444000.0;S-A;e
870;70442141461700.0;S-A;a
871;70451581944700.0;S-A;c
872;70451882320500.0;S-A;a
873;70518423007300.0;S-A;e
874;70518823128400.0;S-A;a
875;70552623470700.0;S-A;c
876;70552923494900.0;S-A;a
877;70574644394600.0;S-A;e
878;70574944482700.0;S-A;a
879;70614044998500.0;S-A;c
880;70614445148400.0;S-A;a
881;70664476804100.0;S-A;e
882;70664876811800.0;S-A;a
883;70669695694100.0;S-A;e
884;70670196129700.0;S-A;a
885;70682956126900.0;S-A;c
886;70683356200000.0;S-A;a
887;70690876952800.0;S-A;c
888;70694077337600.0;S-A;a
889;70717096981900.0;S-A;e
890;70717497193800.0;S-A;a
891;70724717363200.0;S-A;c
892;70726817452300.0;S-A;a
893;70742857836500.0;S-A;e
894;70743457841000.0;S-A;a
895;70744478205800.0;S-A;e
896;70744578337300.0;S-A;a
897;70751678041600.0;S-A;e
898;70751877563700.0;S-A;a
899;70766057802300.0;S-A;c
900;70766357781600.0;S-A;a
901;70769898021500.0;S-A;c
902;70770798176800.0;S-A;a
903;70782898559300.0;S-A;e
904;70783198830800.0;S-A;a
905;70811718828800.0;S-A;e
906;70812018859400.0;S-A;a
907;70825579115100.0;S-A;c
908;70825879936300.0;S-A;a
909;70832299029300.0;S-A;a
910;70832598853800.0;S-A;a
911;70835898987900.0;S-A;c
912;70836099442200.0;S-A;a
913;70857559895000.0;S-A;e
914;70857859912300.0;S-A;a
915;70889600713900.0;S-A;e
916;70889900670800.0;S-A;a
917;70902681563900.0;S-A;e
918;70907381452400.0;S-A;a
919;70965031445600.0;S-A;c
920;70965331599600.0;S-A;a
921;70974811823900.0;S-A;c
922;70975012014600.0;S-A;a
923;70988732428400.0;S-A;e
924;70989032457900.0;S-A;a
925;70996111970000.0;S-A;c
926;70996311820700.0;S-A;a
927;71004932248900.0;S-A;c
928;71005132205500.0;S-A;a
929;71015012664500.0;S-A;e
930;71015312791200.0;S-A;a
931;71046873740800.0;S-A;c
932;71047173525100.0;S-A;a
933;71153795207400.0;S-A;e
934;71153995211400.0;S-A;a
935;71168676160100.0;S-A;c
936;71168975934700.0;S-A;a
937;71187155642500.0;S-A;e
938;71187355588300.0;S-A;a
939;71191435444600.0;S-A;e
940;71191635794400.0;S-A;a
941;71198315741100.0;S-A;c
942;71198515880800.0;S-A;a
943;71202696116700.0;S-A;c
944;71202896232800.0;S-A;a
945;71209416237200.0;S-A;e
946;71209716350000.0;S-A;a
947;71359818803200.0;S-A;c
948;71359918848000.0;S-A;a
949;71376590931400.0;S-A;e
950;71376890873700.0;S-A;a
951;71382111171100.0;S-A;e
952;71382410414000.0;S-A;a
953;71396210321400.0;S-A;c
954;71396409848200.0;S-A;a
955;71447751486600.0;S-A;e
956;71448050818900.0;S-A;a
957;71455311602500.0;S-A;c
958;71455611478200.0;S-A;a
959;71460831470000.0;S-A;e
960;71461031418400.0;S-A;a
961;71473731316100.0;S-A;e
962;71474030940000.0;S-A;a
963;71479431718000.0;S-A;c
964;71479731178400.0;S-A;a
965;71482371292900.0;S-A;c
966;71483171572400.0;S-A;a
967;71488192199300.0;S-A;e
968;71488392221700.0;S-A;a
969;71523712569300.0;S-A;c
970;71523912301500.0;S-A;a
971;71530992890400.0;S-A;e
972;71531192772500.0;S-A;a
973;71533493407800.0;S-A;e
974;71533793390100.0;S-A;a
975;71543453100100.0;S-A;c
976;71543752381600.0;S-A;a
977;71546213560400.0;S-A;c
978;71546513523600.0;S-A;a
979;71557142431500.0;S-A;e
980;71557442447400.0;S-A;a
981;71561822663500.0;S-A;e
982;71562122653200.0;S-A;a
983;71580163561100.0;S-A;c
984;71580463554700.0;S-A;a
985;71585642948500.0;S-A;c
986;71585943218500.0;S-A;a
987;71598003602700.0;S-A;e
988;71598203957300.0;S-A;a
989;71609164982400.0;S-A;c
990;71609463993300.0;S-A;a
991;71621764730000.0;S-A;e
992;71621965091100.0;S-A;a
993;71642224917200.0;S-A;c
994;71642524663600.0;S-A;a
995;71646124661800.0;S-A;e
996;71646324902700.0;S-A;a
997;71654585196000.0;S-A;c
998;71654885345200.0;S-A;a
999;71665565324800.0;S-A;e
1000;71665865239200.0;S-A;a
1001;71672764726500.0;S-A;e
1002;71672965958200.0;S-A;a
1003;71683045527400.0;S-A;c
1004;71683345164700.0;S-A;a
1005;71691425565500.0;S-A;c
1006;71691725473600.0;S-A;a
1007;71717765510500.0;S-A;e
1008;71717865516800.0;S-A;a
1009;71725686452200.0;S-A;c
1010;71725887172000.0;S-A;a
1011;71769727070800.0;S-A;e
1012;71769926946800.0;S-A;a
1013;71778367422600.0;S-A;c
1014;71778567332000.0;S-A;a
1015;71800327303200.0;S-A;e
1016;71800627230900.0;S-A;a
1017;71819708289800.0;S-A;c
1018;71819908409200.0;S-A;a
1019;71833988644700.0;S-A;e
1020;71834188808400.0;S-A;a
1021;71844668218800.0;S-A;c
1022;71844868463200.0;S-A;a
1023;71853969503800.0;S-A;e
1024;71854269573300.0;S-A;a
1025;71856609299200.0;S-A;e
1026;71856909295600.0;S-A;a
1027;71863329151100.0;S-A;c
1028;71863629141600.0;S-A;a
1029;71866820002500.0;S-A;c
1030;71867119347000.0;S-A;a
1031;71886739866400.0;S-A;e
1032;71887039222000.0;S-A;a
1033;71892859730500.0;S-A;e
1034;71893059695700.0;S-A;a
1035;71903840010400.0;S-A;c
1036;71904139844000.0;S-A;a
1037;71908399799300.0;S-A;c
1038;71908800068800.0;S-A;a
1039;71914339722300.0;S-A;e
1040;71914639335700.0;S-A;a
1041;71917699942600.0;S-A;e
1042;71917999842300.0;S-A;a
1043;71924179765900.0;S-A;c
1044;71924479798400.0;S-A;a
1045;71925979871400.0;S-A;c
1046;71927779951200.0;S-A;a
1047;71945960025300.0;S-A;e
1048;71946259997900.0;S-A;a
1049;71963601134800.0;S-A;c
1050;71965100992300.0;S-A;a
1051;71968820966300.0;S-A;c
1052;71970321026000.0;S-A;a
1053;71979321451400.0;S-A;e
1054;71979621399900.0;S-A;a
1055;71991080698600.0;S-A;c
1056;71991380703100.0;S-A;a
1057;72019221985500.0;S-A;e
1058;72019522061300.0;S-A;a
1059;72031821514300.0;S-A;c
1060;72032121577500.0;S-A;a
1061;72057322626000.0;S-A;e
1062;72057622630900.0;S-A;a
1063;72073222331500.0;S-A;c
1064;72073422346000.0;S-A;a
1065;72083842785000.0;S-A;e
1066;72084142752600.0;S-A;a
1067;72101183398900.0;S-A;c
1068;72101383559000.0;S-A;a
1069;72181404436500.0;S-A;e
1070;72181704623200.0;S-A;a
1071;72185805478600.0;S-A;e
1072;72186105450800.0;S-A;a
1073;72194734194100.0;S-A;c
1074;72194934203100.0;S-A;a
1075;72202114899100.0;S-A;c
1076;72202414954400.0;S-A;a
1077;72214354980400.0;S-A;e
1078;72214655380200.0;S-A;a
1079;72227315846300.0;S-A;c
1080;72227515690600.0;S-A;a
1081;72237754954300.0;S-A;e
1082;72238055308200.0;S-A;a
1083;72246515852600.0;S-A;c
1084;72246815810000.0;S-A;a
1085;72255097018800.0;S-A;e
1086;72255396829600.0;S-A;a
1087;72267216628400.0;S-A;c
1088;72267516839400.0;S-A;a
1089;72276275554100.0;S-A;e
1090;72276475844300.0;S-A;a
1091;72284616448600.0;S-A;c
1092;72284916286800.0;S-A;a
1093;72298897849300.0;S-A;e
1094;72299197600900.0;S-A;a
1095;72314916742200.0;S-A;c
1096;72315116602900.0;S-A;a
1097;72327517283500.0;S-A;e
1098;72327817202200.0;S-A;a
1099;72346477725300.0;S-A;c
1100;72346677949400.0;S-A;a
1101;72388598988000.0;S-A;e
1102;72388899276000.0;S-A;a
1103;72389978713400.0;S-A;e
1104;72390278305600.0;S-A;a
1105;72397317829600.0;S-A;c
1106;72397418017600.0;S-A;a
1107;72403058198800.0;S-A;c
1108;72403358382600.0;S-A;a
1109;72433658784400.0;S-A;e
1110;72433858335600.0;S-A;a
1111;72435999343600.0;S-A;e
1112;72436299548700.0;S-A;a
1113;72446339048400.0;S-A;c
1114;72446438953500.0;S-A;a
1115;72452919416400.0;S-A;c
1116;72453119184000.0;S-A;a
1117;72486039905200.0;S-A;e
1118;72486239825100.0;S-A;a
1119;72494501054300.0;S-A;e
1120;72494800850800.0;S-A;a
1121;72535130613200.0;S-A;c
1122;72535630971700.0;S-A;a
1123;72573051053800.0;S-A;c
1124;72573351067400.0;S-A;a
1125;72590930964300.0;S-A;e
1126;72591230949500.0;S-A;a
1127;72604851604000.0;S-A;e
1128;72605151391800.0;S-A;a
1129;72614691754400.0;S-A;c
1130;72615091770300.0;S-A;a
1131;72622972124000.0;S-A;e
1132;72623372139100.0;S-A;a
1133;72644632627400.0;S-A;c
1134;72644933045200.0;S-A;a
1135;72657292751600.0;S-A;c
1136;72659393075300.0;S-A;a
1137;72665332115200.0;S-A;e
1138;72665532681100.0;S-A;a
1139;72757073939500.0;S-A;e
1140;72757373941600.0;S-A;a
1141;72771714813200.0;S-A;c
1142;72772014708400.0;S-A;a
1143;72791874267400.0;S-A;e
1144;72792074658900.0;S-A;f
1145;72794274541200.0;S-A;a
1146;72800754652000.0;S-A;c
1147;72800955224200.0;S-A;a
1148;72808194906500.0;S-A;e
1149;72808494962800.0;S-A;a
1150;72819235689500.0;S-A;e
1151;72819535704300.0;S-A;a
1152;72841205843600.0;S-A;e
1153;72841506074100.0;S-A;a
1154;72879906577900.0;S-A;c
1155;72880206409700.0;S-A;a
1156;72890946479900.0;S-A;c
1157;72891146498100.0;S-A;a
1158;72892626539200.0;S-A;c
1159;72894326615500.0;S-A;a
1160;72899707893000.0;S-A;e
1161;72900007659600.0;S-A;a
1162;72902827210700.0;S-A;e
1163;72903127322800.0;S-A;a
1164;72917166369100.0;S-A;c
1165;72917366424700.0;S-A;a
1166;72955627131400.0;S-A;c
1167;72955827232600.0;S-A;a
1168;72985988260400.0;S-A;e
1169;72986388633400.0;S-A;a
1170;73008068183800.0;S-A;e
1171;73008368134000.0;S-A;a
1172;73051409652700.0;S-A;c
1173;73051509851400.0;S-A;a
1174;73065129877600.0;S-A;e
1175;73065629818100.0;S-A;a
1176;73083669482200.0;S-A;c
1177;73083869475400.0;S-A;a
1178;73086429569300.0;S-A;c
1179;73087629671600.0;S-A;a
1180;73092849706400.0;S-A;e
1181;73093349995000.0;S-A;a
1182;73113069756300.0;S-A;c
1183;73115469752900.0;S-A;a
1184;73123510808400.0;S-A;e
1185;73123810619200.0;S-A;a
1186;73231462210800.0;S-A;e
1187;73231861706000.0;S-A;a
1188;73272923120800.0;S-A;c
1189;73273122867600.0;S-A;a
1190;73295903835700.0;S-A;e
1191;73296003451400.0;S-A;f
1192;73304703986000.0;S-A;a
1193;73403126021600.0;S-A;c
1194;73403225870500.0;S-A;d
1195;73411126257000.0;S-A;a
1196;73938344945200.0;S-A;c
1197;73939244702100.0;S-A;a
1198;74004285869100.0;S-A;f
1199;74013886265200.0;S-A;a
1200;74158018489400.0;S-A;e
1201;74158118510100.0;S-A;f
1202;74171919446500.0;S-A;a
1203;74293442026800.0;S-A;c
1204;74293542177400.0;S-A;d
1205;74303841787600.0;S-A;a
1206;74329262247300.0;S-A;e
1207;74329562257000.0;S-A;a
1208;74369643260600.0;S-A;c
1209;74369943110700.0;S-A;a
1210;74396463223400.0;S-A;c
1211;74396763234400.0;S-A;a
1212;74400183266400.0;S-A;c
1213;74400383253600.0;S-A;a
1214;74407683858600.0;S-A;c
1215;74407883849400.0;S-A;a
1216;74414223841500.0;S-A;e
1217;74414623892800.0;S-A;a
1218;74431693901700.0;S-A;e
1219;74432093625700.0;S-A;a
1220;74437993855300.0;S-A;c
1221;74438393907200.0;S-A;a
1222;74441454093700.0;S-A;c
1223;74441654327700.0;S-A;a
1224;74452514488700.0;S-A;e
1225;74452814864600.0;S-A;a
1226;74462655354600.0;S-A;c
1227;74462955369900.0;S-A;a
1228;74487194838400.0;S-A;e
1229;74487694989000.0;S-A;a
1230;74505715943900.0;S-A;c
1231;74505915721700.0;S-A;a
1232;74517435868000.0;S-A;e
1233;74517835843600.0;S-A;a
1234;74533515940200.0;S-A;e
1235;74533816869000.0;S-A;a
1236;74585856572900.0;S-A;c
1237;74585956785500.0;S-A;a
1238;74626757617900.0;S-A;e
1239;74627258208900.0;S-A;a
1240;74637277584500.0;S-A;c
1241;74637477587700.0;S-A;a
1242;74650398619600.0;S-A;e
1243;74650598377600.0;S-A;a
1244;74661859011200.0;S-A;c
1245;74662159025200.0;S-A;a
1246;74671518093500.0;S-A;e
1247;74671818092600.0;S-A;a
1248;74683218937700.0;S-A;c
1249;74683518620400.0;S-A;a
1250;74797051838800.0;S-A;e
1251;74797351150200.0;S-A;a
1252;74835931425200.0;S-A;c
1253;74836231407900.0;S-A;a
1254;74865393050200.0;S-A;e
1255;74865692820400.0;S-A;a
1256;74902233334200.0;S-A;c
1257;74902533414600.0;S-A;a
1258;74913032846600.0;S-A;e
1259;74913533474000.0;S-A;a
1260;74924133360600.0;S-A;c
1261;74924433312000.0;S-A;a
1262;74953473713700.0;S-A;e
1263;74953773725300.0;S-A;a
1264;74964034049300.0;S-A;c
1265;74964334196800.0;S-A;a
1266;75094547210400.0;S-A;e
1267;75094847409600.0;S-A;a
1268;75105526971100.0;S-A;c
1269;75105926956400.0;S-A;a
1270;75149507342400.0;S-A;e
1271;75149907288300.0;S-A;a
1272;75168348413600.0;S-A;c
1273;75168548381600.0;S-A;a
1274;75252409649400.0;S-A;e
1275;75252709336500.0;S-A;a
1276;75282409407300.0;S-A;e
1277;75282909522800.0;S-A;f
1278;75291810132100.0;S-A;a
1279;75318870599400.0;S-A;e
1280;75318970111800.0;S-A;f
1281;75325670529400.0;S-A;a
1282;75517743647600.0;S-A;e
1283;75518043568000.0;S-A;a
1284;75611407362400.0;S-A;c
1285;75611605486300.0;S-A;d
1286;75621907457700.0;S-A;a
1287;75684487258800.0;S-A;c
1288;75684686813600.0;S-A;d
1289;75691287016600.0;S-A;a
1290;75952821979800.0;S-A;f
1291;75989222566000.0;S-A;a
1292;76085494059500.0;S-A;c
1293;76085794101600.0;S-A;d
1294;76095294474900.0;S-A;a
1295;84119699613500.0;S-A;c
1296;84119999700300.0;S-A;a
1297;3012151035000.0;S-B;i
1298;3013059438100.0;S-B;j
1299;3044360088900.0;S-B;i
1300;3044679884800.0;S-B;j
1301;3047879972500.0;S-B;i
1302;3048839989300.0;S-B;j
1303;3049939661800.0;S-B;i
1304;3050259557900.0;S-B;j
1305;7760909275800.0;S-B;i
1306;7761869567800.0;S-B;j
1307;8108193356800.0;S-B;k
1308;8119413948500.0;S-B;j
1309;8203114925800.0;S-B;l
1310;8215595337200.0;S-B;j
1311;8234495641400.0;S-B;k
1312;8236095943700.0;S-B;j
1313;8266075965800.0;S-B;k
1314;8290075731400.0;S-B;j
1315;8323136178000.0;S-B;l
1316;8386818048200.0;S-B;j
1317;8396757999800.0;S-B;k
1318;8407317705800.0;S-B;j
1319;8408157549800.0;S-B;k
1320;8439198114300.0;S-B;j
1321;11467114013300.0;S-B;k
1322;11479593405100.0;S-B;j
1323;11482113774400.0;S-B;l
1324;11568395508700.0;S-B;j
1325;11635296991000.0;S-B;l
1326;11636898740700.0;S-B;j
1327;11815241513000.0;S-B;k
1328;11816841994200.0;S-B;j
1329;12497477705700.0;S-B;l
1330;12499077477600.0;S-B;j
1331;12512477790600.0;S-B;l
1332;12514077444800.0;S-B;j
1333;12538818378700.0;S-B;l
1334;12540417763400.0;S-B;j
1335;12809323951300.0;S-B;k
1336;12859565625500.0;S-B;j
1337;12891225936300.0;S-B;l
1338;12900706199000.0;S-B;j
1339;12938268204300.0;S-B;l
1340;12944347763800.0;S-B;j
1341;13457979927100.0;S-B;i
1342;13458299851200.0;S-B;j
1343;58770622266900.0;S-B;i
1344;58771583749400.0;S-B;j
1345;59097165816700.0;S-B;k
1346;59102146456800.0;S-B;j
1347;59128195841000.0;S-B;l
1348;59153466558200.0;S-B;j
1349;59194726897000.0;S-B;k
1350;59214948256000.0;S-B;j
1351;59520891456800.0;S-B;k
1352;59522491581800.0;S-B;j
1353;59983456757800.0;S-B;l
1354;59997377277600.0;S-B;j
1355;60009797344900.0;S-B;l
1356;60013957639100.0;S-B;j
1357;60225140780400.0;S-B;l
1358;60226740121200.0;S-B;j
1359;61136353853400.0;S-B;k
1360;61148354143400.0;S-B;j
1361;61335317768600.0;S-B;l
1362;61336917925400.0;S-B;j
1363;61793145998900.0;S-B;l
1364;61794744695400.0;S-B;j
1365;61960247647000.0;S-B;k
1366;61961847617700.0;S-B;j
1367;61968168007000.0;S-B;l
1368;61969768196400.0;S-B;j
1369;62085229600200.0;S-B;k
1370;62086830362600.0;S-B;j
1371;62275133361000.0;S-B;k
1372;62276733531200.0;S-B;j
1373;62279692951800.0;S-B;k
1374;62297293283800.0;S-B;j
1375;62306093576200.0;S-B;k
1376;62307693380500.0;S-B;j
1377;62364496234200.0;S-B;k
1378;62366096082600.0;S-B;j
1379;62500397055700.0;S-B;l
1380;62501996779500.0;S-B;j
1381;62520377480200.0;S-B;l
1382;62521977347800.0;S-B;j
1383;62543837626200.0;S-B;l
1384;62549918227400.0;S-B;j
1385;62599968380900.0;S-B;k
1386;62601539086200.0;S-B;j
1387;62617819907600.0;S-B;k
1388;62619419223700.0;S-B;j
1389;62664320331700.0;S-B;k
1390;62665920646000.0;S-B;j
1391;62734821763100.0;S-B;l
1392;62736421519200.0;S-B;j
1393;62806223020100.0;S-B;k
1394;62807822909000.0;S-B;j
1395;62831362921400.0;S-B;l
1396;62832962932600.0;S-B;j
1397;62889686277000.0;S-B;k
1398;62891284163400.0;S-B;j
1399;62907085834100.0;S-B;l
1400;62908685844600.0;S-B;j
1401;62919085920700.0;S-B;l
1402;62920685664700.0;S-B;j
1403;62930965706200.0;S-B;k
1404;62932565355400.0;S-B;j
1405;62936614725500.0;S-B;k
1406;62938205465900.0;S-B;j
1407;63038446511100.0;S-B;l
1408;63040046864500.0;S-B;j
1409;63041866989800.0;S-B;l
1410;63043467122100.0;S-B;j
1411;63052366612100.0;S-B;k
1412;63053967211400.0;S-B;j
1413;63054467053100.0;S-B;k
1414;63056866934400.0;S-B;j
1415;63064127372700.0;S-B;l
1416;63065727447800.0;S-B;j
1417;63072886969700.0;S-B;k
1418;63074487478600.0;S-B;j
1419;63083267558400.0;S-B;l
1420;63084867705400.0;S-B;j
1421;63096287787400.0;S-B;l
1422;63097887259700.0;S-B;j
1423;63175249357500.0;S-B;k
1424;63176849304600.0;S-B;j
1425;63177589045400.0;S-B;k
1426;63179189501400.0;S-B;j
1427;63215869196000.0;S-B;l
1428;63217469613100.0;S-B;j
1429;63218630072900.0;S-B;l
1430;63220230491800.0;S-B;j
1431;63231289068000.0;S-B;k
1432;63232889928500.0;S-B;j
1433;63241609890300.0;S-B;k
1434;63243209988800.0;S-B;j
1435;63317510988500.0;S-B;l
1436;63319111394700.0;S-B;j
1437;63322191066400.0;S-B;l
1438;63323791439000.0;S-B;j
1439;63356931326100.0;S-B;k
1440;63358532027600.0;S-B;j
1441;63374512354300.0;S-B;k
1442;63376112748800.0;S-B;j
1443;63381412218600.0;S-B;l
1444;63383012695400.0;S-B;j
1445;63384712256000.0;S-B;l
1446;63386312790100.0;S-B;j
1447;63409312691000.0;S-B;k
1448;63410913083800.0;S-B;j
1449;63431032753600.0;S-B;l
1450;63432633078500.0;S-B;j
1451;63447534249500.0;S-B;k
1452;63449134666200.0;S-B;j
1453;63452034401500.0;S-B;k
1454;63453634898200.0;S-B;j
1455;63498414064200.0;S-B;l
1456;63500013894400.0;S-B;j
1457;63526494424900.0;S-B;l
1458;63528094685600.0;S-B;j
1459;63547434753400.0;S-B;k
1460;63549035222700.0;S-B;j
1461;63561534726500.0;S-B;k
1462;63563135658400.0;S-B;j
1463;63569455105400.0;S-B;l
1464;63571055386300.0;S-B;j
1465;63584634978600.0;S-B;l
1466;63586235222000.0;S-B;j
1467;63606535862400.0;S-B;k
1468;63608136215400.0;S-B;j
1469;63613435826600.0;S-B;k
1470;63615036469800.0;S-B;j
1471;63625615076500.0;S-B;l
1472;63627216040100.0;S-B;j
1473;63633616079700.0;S-B;l
1474;63635216157800.0;S-B;j
1475;63643696174300.0;S-B;k
1476;63645296139800.0;S-B;j
1477;63672616452000.0;S-B;l
1478;63674216596600.0;S-B;j
1479;63767717928100.0;S-B;k
1480;63769318055100.0;S-B;j
1481;63790338572500.0;S-B;k
1482;63791938271800.0;S-B;j
1483;63847099781400.0;S-B;l
1484;63848699807100.0;S-B;j
1485;63874399188600.0;S-B;l
1486;63875999977200.0;S-B;j
1487;63891020269600.0;S-B;k
1488;63892620293900.0;S-B;j
1489;63913280408500.0;S-B;k
1490;63914880565400.0;S-B;j
1491;63941061180200.0;S-B;l
1492;63942660743300.0;S-B;j
1493;63965601060800.0;S-B;l
1494;63967201278100.0;S-B;j
1495;63974301463700.0;S-B;k
1496;63975901500400.0;S-B;j
1497;63990922221400.0;S-B;k
1498;63992522524200.0;S-B;j
1499;64026082423700.0;S-B;l
1500;64027682479900.0;S-B;j
1501;64028422390600.0;S-B;l
1502;64030022863900.0;S-B;j
1503;64058963478300.0;S-B;k
1504;64060562375900.0;S-B;j
1505;64060762784700.0;S-B;k
1506;64062363322000.0;S-B;j
1507;64164444433300.0;S-B;l
1508;64166044712900.0;S-B;j
1509;64171764466600.0;S-B;l
1510;64173363931300.0;S-B;j
1511;64193904446900.0;S-B;k
1512;64198064763000.0;S-B;j
1513;64213045137800.0;S-B;l
1514;64214645206200.0;S-B;j
1515;64215684891400.0;S-B;l
1516;64217284805800.0;S-B;j
1517;64230804963900.0;S-B;k
1518;64232404936100.0;S-B;j
1519;64249046742800.0;S-B;k
1520;64250646835200.0;S-B;j
1521;64287766649000.0;S-B;l
1522;64289366628900.0;S-B;j
1523;64302105793300.0;S-B;l
1524;64303706085500.0;S-B;j
1525;64327787168500.0;S-B;k
1526;64329387113300.0;S-B;j
1527;64342967056400.0;S-B;l
1528;64344567061800.0;S-B;j
1529;64358627327000.0;S-B;k
1530;64360227127800.0;S-B;j
1531;64362287871800.0;S-B;k
1532;64363887388600.0;S-B;j
1533;64374587886000.0;S-B;l
1534;64376187844000.0;S-B;j
1535;64381787519800.0;S-B;l
1536;64383387416700.0;S-B;j
1537;64395167297900.0;S-B;k
1538;64396768544200.0;S-B;j
1539;64408368545800.0;S-B;l
1540;64409968487400.0;S-B;j
1541;64410768590000.0;S-B;l
1542;64412368233600.0;S-B;j
1543;64583690805600.0;S-B;k
1544;64585290684600.0;S-B;j
1545;64629051937900.0;S-B;l
1546;64630652070600.0;S-B;j
1547;64643272056200.0;S-B;l
1548;64644871981800.0;S-B;j
1549;64655392048100.0;S-B;k
1550;64656992106900.0;S-B;j
1551;64729073362700.0;S-B;l
1552;64730673362600.0;S-B;j
1553;64766454511200.0;S-B;k
1554;64768054379800.0;S-B;j
1555;64800535081900.0;S-B;l
1556;64802134813700.0;S-B;j
1557;64833055687400.0;S-B;k
1558;64834655219300.0;S-B;j
1559;64845235357900.0;S-B;l
1560;64846835210200.0;S-B;j
1561;64861015420200.0;S-B;k
1562;64862615114600.0;S-B;j
1563;64872235590600.0;S-B;l
1564;64873835574800.0;S-B;j
1565;64882316059700.0;S-B;k
1566;64883915828600.0;S-B;j
1567;64885675928200.0;S-B;k
1568;64887275769400.0;S-B;j
1569;64895276325700.0;S-B;l
1570;64896876253400.0;S-B;j
1571;64915276225800.0;S-B;l
1572;64916876595800.0;S-B;j
1573;64922356753800.0;S-B;k
1574;64923956887000.0;S-B;j
1575;64930516834900.0;S-B;l
1576;64932116845300.0;S-B;j
1577;64964536792800.0;S-B;k
1578;64966137270800.0;S-B;j
1579;64982417709000.0;S-B;l
1580;64984017950200.0;S-B;j
1581;65002217725800.0;S-B;k
1582;65003817855100.0;S-B;j
1583;65010978319100.0;S-B;k
1584;65012578386600.0;S-B;j
1585;65023578787500.0;S-B;l
1586;65025178954400.0;S-B;j
1587;65088979715800.0;S-B;l
1588;65090579728800.0;S-B;j
1589;65101759775400.0;S-B;k
1590;65103360267600.0;S-B;j
1591;65116399516000.0;S-B;l
1592;65117999477500.0;S-B;j
1593;65122939641100.0;S-B;k
1594;65124539823700.0;S-B;j
1595;65132060181600.0;S-B;l
1596;65133660116600.0;S-B;j
1597;65159000100300.0;S-B;k
1598;65160600149300.0;S-B;j
1599;65218461606600.0;S-B;k
1600;65220061333700.0;S-B;j
1601;65237901246600.0;S-B;l
1602;65239501356200.0;S-B;j
1603;65241440925800.0;S-B;l
1604;65243041488600.0;S-B;j
1605;65279962563000.0;S-B;k
1606;65281562365900.0;S-B;j
1607;65288062125900.0;S-B;l
1608;65289662273000.0;S-B;j
1609;65333303603600.0;S-B;k
1610;65334902393100.0;S-B;j
1611;65341583636700.0;S-B;k
1612;65343183820200.0;S-B;j
1613;65377823959000.0;S-B;l
1614;65379424100700.0;S-B;j
1615;65380703217000.0;S-B;l
1616;65382304116800.0;S-B;j
1617;65387303391700.0;S-B;k
1618;65388903380900.0;S-B;j
1619;65420904515000.0;S-B;k
1620;65422504425700.0;S-B;j
1621;65425164312600.0;S-B;l
1622;65426765012200.0;S-B;j
1623;65437884828100.0;S-B;l
1624;65439484551300.0;S-B;j
1625;65463804668700.0;S-B;k
1626;65465404789800.0;S-B;j
1627;65482884858000.0;S-B;l
1628;65484485497000.0;S-B;j
1629;65532446121600.0;S-B;k
1630;65534046373000.0;S-B;j
1631;65546006611700.0;S-B;l
1632;65547606056100.0;S-B;j
1633;65574646591300.0;S-B;k
1634;65576246831400.0;S-B;j
1635;65598106920400.0;S-B;k
1636;65599706780900.0;S-B;j
1637;65616707909000.0;S-B;l
1638;65618308021700.0;S-B;j
1639;65632487852900.0;S-B;l
1640;65634087869800.0;S-B;j
1641;65658527795500.0;S-B;k
1642;65660128124500.0;S-B;j
1643;65698369206200.0;S-B;l
1644;65699969154000.0;S-B;j
1645;65725428735800.0;S-B;k
1646;65727029021100.0;S-B;j
1647;65744509066200.0;S-B;l
1648;65746109351000.0;S-B;j
1649;65811590702500.0;S-B;k
1650;65813190772100.0;S-B;j
1651;65875551289800.0;S-B;k
1652;65877151197700.0;S-B;j
1653;65884731860900.0;S-B;l
1654;65886331801800.0;S-B;j
1655;65904591336500.0;S-B;l
1656;65906191804000.0;S-B;j
1657;65962313018000.0;S-B;l
1658;65963912991200.0;S-B;j
1659;66017873984500.0;S-B;i
1660;66018194038700.0;S-B;j
1661;66054314898200.0;S-B;i
1662;66057194564600.0;S-B;j
1663;66061674253300.0;S-B;i
1664;66061995103500.0;S-B;j
1665;66082535061900.0;S-B;i
1666;66083496062500.0;S-B;j
1667;66119515252400.0;S-B;k
1668;66121115451400.0;S-B;j
1669;66256638303800.0;S-B;l
1670;66258238727300.0;S-B;j
1671;66283279200600.0;S-B;l
1672;66284879029700.0;S-B;j
1673;66327079877000.0;S-B;k
1674;66328679805400.0;S-B;j
1675;66352819938900.0;S-B;l
1676;66354419857000.0;S-B;j
1677;66382401823700.0;S-B;k
1678;66384001849000.0;S-B;j
1679;66395059609100.0;S-B;l
1680;66396661458300.0;S-B;j
1681;66429501545400.0;S-B;k
1682;66431101445000.0;S-B;j
1683;66447261594900.0;S-B;l
1684;66448861011200.0;S-B;j
1685;66482422333000.0;S-B;k
1686;66484021718500.0;S-B;j
1687;66486982510600.0;S-B;k
1688;66488582213300.0;S-B;j
1689;66500003291100.0;S-B;l
1690;66501603142500.0;S-B;j
1691;66503362741200.0;S-B;l
1692;66504962502300.0;S-B;j
1693;66515303069400.0;S-B;k
1694;66516902836200.0;S-B;j
1695;66520951914100.0;S-B;k
1696;66522542263700.0;S-B;j
